PID,Player,Span,Mat,Inns,No,Runs,Hs,Ave,100,50,Ducks,Country,Format
2987,JR Hazlewood,2010-2018,41,10,8,21,11*,10.50,0,0,1,Australia,ODI
2988,TM Head,2016-2018,34,31,2,1064,128,36.68,1,7,1,Australia,ODI
2989,IA Healy,1988-1997,168,120,36,1764,56,21.00,0,4,9,Australia,ODI
2990,SD Heazlett,2017-2017,1,1,0,4,4,4.00,0,0,0,Australia,ODI
2991,MC Henriques,2009-2017,11,10,1,81,18,9.00,0,0,0,Australia,ODI
2992,AMJ Hilditch,1979-1985,8,8,0,226,72,28.25,0,1,0,Australia,ODI
2993,BW Hilfenhaus,2007-2012,25,11,8,29,16,9.66,0,0,0,Australia,ODI
2994,BJ Hodge,2005-2007,25,21,2,575,123,30.26,1,3,3,Australia,ODI
2995,TG Hogan,1983-1984,16,12,4,72,27,9.00,0,0,1,Australia,ODI
2996,GB Hogg,1996-2008,123,65,26,790,71*,20.25,0,2,9,Australia,ODI
2997,RM Hogg,1979-1985,71,35,20,137,22,9.13,0,0,2,Australia,ODI
2998,RG Holland,1985-1985,2,0,0,0,0,0,0,0,0,Australia,ODI
2999,DW Hookes,1977-1986,39,36,2,826,76,24.29,0,5,3,Australia,ODI
3000,JR Hopes,2005-2010,84,61,8,1326,63*,25.01,0,3,1,Australia,ODI
3001,KJ Hughes,1977-1985,97,88,6,1968,98,24.00,0,17,12,Australia,ODI
3002,MG Hughes,1988-1993,33,17,8,100,20,11.11,0,0,3,Australia,ODI
3003,PJ Hughes,2013-2014,25,24,1,826,138*,35.91,2,4,1,Australia,ODI
3004,AG Hurst,1975-1979,8,4,4,7,3*,0,0,0,0,Australia,ODI
3005,DJ Hussey,2008-2013,69,61,6,1796,111,32.65,1,14,4,Australia,ODI
3006,MEK Hussey,2004-2012,185,157,44,5442,109*,48.15,3,39,3,Australia,ODI
3007,PA Jaques,2006-2007,6,6,0,125,94,20.83,0,1,1,Australia,ODI
3008,TJ Jenner,1975-1975,1,1,0,12,12,12.00,0,0,0,Australia,ODI
3009,MG Johnson,2005-2015,153,91,32,951,73*,16.11,0,2,6,Australia,ODI
3010,DM Jones,1984-1994,164,161,25,6068,145,44.61,7,46,6,Australia,ODI
3011,BP Julian,1993-1999,25,17,0,224,35,13.17,0,0,4,Australia,ODI
3012,MS Kasprowicz,1995-2005,43,13,9,74,28*,18.50,0,0,2,Australia,ODI
3013,SM Katich,2001-2006,45,42,5,1324,107*,35.78,1,9,3,Australia,ODI
3014,MF Kent,1981-1981,5,5,1,78,33,19.50,0,0,0,Australia,ODI
3015,RB Kerr,1985-1985,4,4,1,97,87*,32.33,0,1,0,Australia,ODI
3016,UT Khawaja,2013-2017,18,17,2,469,98,31.26,0,4,1,Australia,ODI
3017,JJ Krejza,2011-2011,8,2,1,13,7,13.00,0,0,0,Australia,ODI
3018,BM Laird,1979-1982,23,23,3,594,117*,29.70,1,2,0,Australia,ODI
3019,JL Langer,1994-1997,8,7,2,160,36,32.00,0,0,0,Australia,ODI
3020,B Laughlin,2009-2009,5,1,1,1,1*,0,0,0,0,Australia,ODI
3021,TJ Laughlin,1978-1979,6,5,1,105,74,26.25,0,1,0,Australia,ODI
3022,SG Law,1994-1999,54,51,5,1237,110,26.89,1,7,3,Australia,ODI
3023,WM Lawry,1971-1971,1,1,0,27,27,27.00,0,0,0,Australia,ODI
3024,GF Lawson,1980-1989,79,52,18,378,33*,11.11,0,0,9,Australia,ODI
3025,B Lee,2000-2012,221,110,44,1176,59,17.81,0,3,16,Australia,ODI
3026,S Lee,1995-2001,45,35,8,477,47,17.66,0,0,3,Australia,ODI
3027,DS Lehmann,1996-2005,117,101,22,3078,119,38.96,4,17,4,Australia,ODI
3028,ML Lewis,2005-2006,7,1,1,4,4*,0,0,0,0,Australia,ODI
3029,DK Lillee,1972-1983,63,34,8,240,42*,9.23,0,0,6,Australia,ODI
3030,CA Lynn,2017-2017,1,1,0,16,16,16.00,0,0,0,Australia,ODI
3031,NM Lyon,2012-2016,13,6,4,46,30,23.00,0,0,1,Australia,ODI
3032,RB McCosker,1975-1982,14,14,0,320,95,22.85,0,2,2,Australia,ODI
3033,RJ McCurdy,1985-1985,11,6,2,33,13*,8.25,0,0,1,Australia,ODI
3034,CJ McDermott,1985-1996,138,78,17,432,37,7.08,0,0,15,Australia,ODI
3035,SCG MacGill,2000-2000,3,2,1,1,1,1.00,0,0,0,Australia,ODI
3036,GD McGrath,1993-2007,249,67,38,115,11,3.96,0,0,13,Australia,ODI
3037,CJ McKay,2009-2014,59,31,10,190,30,9.04,0,0,3,Australia,ODI
3038,GD McKenzie,1971-1971,1,0,0,0,0,0,0,0,0,Australia,ODI
3039,JA Maclean,1979-1979,2,1,0,11,11,11.00,0,0,0,Australia,ODI
3040,KH MacLeay,1983-1987,16,13,2,139,41,12.63,0,0,0,Australia,ODI
3041,JN Maguire,1983-1984,23,11,5,42,14*,7.00,0,0,1,Australia,ODI
3042,JP Maher,1998-2003,26,20,3,438,95,25.76,0,1,1,Australia,ODI
3043,AA Mallett,1971-1975,9,3,1,14,8,7.00,0,0,1,Australia,ODI
3044,MF Malone,1977-1982,10,7,3,36,15*,9.00,0,0,0,Australia,ODI
3045,GA Manou,2009-2009,4,1,0,7,7,7.00,0,0,0,Australia,ODI
3046,GR Marsh,1986-1992,117,115,6,4357,126*,39.97,9,22,4,Australia,ODI
3047,MR Marsh,2011-2018,53,49,9,1428,102*,35.70,1,11,4,Australia,ODI
3048,RW Marsh,1971-1984,92,76,15,1225,66,20.08,0,4,7,Australia,ODI
3049,SE Marsh,2008-2017,53,52,2,1896,151,37.92,3,12,3,Australia,ODI
3050,DR Martyn,1992-2006,208,182,51,5346,144*,40.80,5,37,10,Australia,ODI
3051,RAL Massie,1972-1972,3,1,1,16,16*,0,0,0,0,Australia,ODI
3052,GRJ Matthews,1984-1993,59,50,13,619,54,16.72,0,1,5,Australia,ODI
3053,GJ Maxwell,2012-2018,81,72,8,2069,102,32.32,1,15,8,Australia,ODI
3054,TBA May,1987-1995,47,12,8,39,15,9.75,0,0,0,Australia,ODI
3055,JM Mennie,2016-2016,2,2,0,1,1,0.50,0,0,1,Australia,ODI
3056,TM Moody,1987-1999,76,64,12,1211,89,23.28,0,10,6,Australia,ODI
3057,JK Moss,1979-1979,1,1,0,7,7,7.00,0,0,0,Australia,ODI
3058,DP Nannes,2009-2009,1,1,0,1,1,1.00,0,0,0,Australia,ODI
3059,AA Noffke,2008-2008,1,0,0,0,0,0,0,0,0,Australia,ODI
3060,MJ North,2009-2009,2,2,0,6,5,3.00,0,0,0,Australia,ODI
3061,SP O'Donnell,1985-1991,87,64,15,1242,74*,25.34,0,9,5,Australia,ODI
3062,KJ O'Keeffe,1977-1977,2,2,1,16,16*,16.00,0,0,1,Australia,ODI
3063,TD Paine,2009-2018,30,30,3,854,111,31.62,1,5,1,Australia,ODI
3064,JS Paris,2016-2016,2,0,0,0,0,0,0,0,0,Australia,ODI
3065,LS Pascoe,1977-1982,29,11,7,39,15*,9.75,0,0,2,Australia,ODI
3066,JL Pattinson,2011-2015,15,8,4,42,13,10.50,0,0,0,Australia,ODI
3067,WB Phillips,1982-1986,48,41,6,852,75*,24.34,0,6,1,Australia,ODI
3068,RT Ponting,1995-2012,374,364,39,13589,164,41.81,29,82,20,Australia,ODI
3069,GD Porter,1979-1979,2,1,0,3,3,3.00,0,0,0,Australia,ODI
3070,CG Rackemann,1983-1991,52,18,6,34,9*,2.83,0,0,6,Australia,ODI
3071,IR Redpath,1971-1975,5,5,0,46,24,9.20,0,0,1,Australia,ODI
3072,BA Reid,1986-1992,61,21,8,49,10,3.76,0,0,1,Australia,ODI
3073,PR Reiffel,1992-1999,92,57,21,503,58,13.97,0,1,5,Australia,ODI
3074,JA Richardson,2018-2018,1,0,0,0,0,0,0,0,0,Australia,ODI
3075,KW Richardson,2013-2017,15,5,2,30,19,10.00,0,0,2,Australia,ODI
3076,GM Ritchie,1982-1987,44,42,7,959,84,27.40,0,6,2,Australia,ODI
3077,SJ Rixon,1978-1985,6,6,3,40,20*,13.33,0,0,1,Australia,ODI
3078,GR Robertson,1994-1998,13,7,4,45,15,15.00,0,0,0,Australia,ODI
3079,RD Robinson,1977-1977,2,2,0,82,70,41.00,0,1,0,Australia,ODI
3080,L Ronchi,2008-2008,4,2,0,76,64,38.00,0,1,0,Australia,ODI
3081,GS Sandhu,2015-2015,2,0,0,0,0,0,0,0,0,Australia,ODI
3082,CS Serjeant,1977-1978,3,3,0,73,46,24.33,0,0,0,Australia,ODI
3083,AP Sheahan,1972-1972,3,3,0,75,50,25.00,0,1,0,Australia,ODI
3084,PM Siddle,2009-2010,17,4,2,21,9*,10.50,0,0,0,Australia,ODI
3085,JD Siddons,1988-1988,1,1,0,32,32,32.00,0,0,0,Australia,ODI
3086,RB Simpson,1978-1978,2,2,0,36,23,18.00,0,0,0,Australia,ODI
3087,MJ Slater,1993-1997,42,42,1,987,73,24.07,0,9,3,Australia,ODI
3088,SB Smith,1983-1985,28,24,2,861,117,39.13,2,8,1,Australia,ODI
3089,SPD Smith,2010-2018,108,94,12,3431,164,41.84,8,19,5,Australia,ODI
3090,KR Stackpole,1971-1974,6,6,0,224,61,37.33,0,3,0,Australia,ODI
3091,B Stanlake,2017-2017,2,1,1,1,1*,0,0,0,0,Australia,ODI
3092,MA Starc,2010-2018,72,35,16,262,52*,13.78,0,1,5,Australia,ODI
3093,MP Stoinis,2015-2018,13,13,4,566,146*,62.88,1,4,0,Australia,ODI
3094,AM Stuart,1997-1997,3,1,0,1,1,1.00,0,0,0,Australia,ODI
3095,A Symonds,1998-2009,198,161,33,5088,156,39.75,6,30,15,Australia,ODI
3096,SW Tait,2007-2011,35,7,5,25,11,12.50,0,0,1,Australia,ODI
3097,MA Taylor,1989-1997,113,110,1,3514,105,32.23,1,28,4,Australia,ODI
3098,PL Taylor,1987-1992,83,47,25,437,54*,19.86,0,1,4,Australia,ODI
3099,AL Thomson,1971-1971,1,0,0,0,0,0,0,0,0,Australia,ODI
3100,JR Thomson,1975-1985,50,30,6,181,21,7.54,0,0,5,Australia,ODI
3101,PM Toohey,1978-1979,5,4,2,105,54*,52.50,0,1,0,Australia,ODI
3102,CP Tremain,2016-2016,4,3,2,23,23*,23.00,0,0,1,Australia,ODI
3103,GS Trimble,1986-1986,2,2,1,4,4,4.00,0,0,0,Australia,ODI
3104,A Turner,1975-1975,6,6,0,247,101,41.16,1,0,0,Australia,ODI
3105,AJ Tye,2018-2018,4,4,2,23,8,11.50,0,0,0,Australia,ODI
3106,MRJ Veletta,1987-1989,20,19,4,484,68*,32.26,0,2,2,Australia,ODI
3107,AC Voges,2007-2013,31,28,9,870,112*,45.78,1,4,0,Australia,ODI
3108,MS Wade,2012-2017,94,80,11,1777,100*,25.75,1,10,5,Australia,ODI
3109,MHN Walker,1974-1981,17,11,3,79,20,9.87,0,0,1,Australia,ODI
3110,KD Walters,1971-1981,28,24,6,513,59,28.50,0,2,1,Australia,ODI
3111,SK Warne,1993-2003,193,106,28,1016,55,13.02,0,1,10,Australia,ODI
3112,DA Warner,2009-2018,106,104,4,4343,179,43.43,14,17,2,Australia,ODI
3113,GD Watson,1972-1972,2,2,1,11,11*,11.00,0,0,1,Australia,ODI
3114,SR Watson,2002-2015,190,169,27,5757,185*,40.54,9,33,12,Australia,ODI
3115,ME Waugh,1988-2002,244,236,20,8500,173,39.35,18,50,16,Australia,ODI
3116,SR Waugh,1986-2002,325,288,58,7569,120*,32.90,3,45,15,Australia,ODI
3117,DM Wellham,1981-1987,17,17,2,379,97,25.26,0,1,0,Australia,ODI
3118,KC Wessels,1983-1985,54,51,3,1740,107,36.25,1,14,0,Australia,ODI
3119,DF Whatmore,1980-1980,1,1,0,2,2,2.00,0,0,0,Australia,ODI
3120,CL White,2005-2018,91,77,16,2072,105,33.96,2,11,4,Australia,ODI
3121,MR Whitney,1983-1993,38,13,7,40,9*,6.66,0,0,1,Australia,ODI
3122,JM Wiener,1979-1980,7,7,0,140,50,20.00,0,1,0,Australia,ODI
3123,BA Williams,2002-2004,25,6,4,27,13*,13.50,0,0,2,Australia,ODI
3124,P Wilson,1997-1998,11,5,2,4,2,1.33,0,0,2,Australia,ODI
3125,GM Wood,1978-1989,83,77,11,2219,114*,33.62,3,11,4,Australia,ODI
3126,AJ Woodcock,1974-1974,1,1,0,53,53,53.00,0,1,0,Australia,ODI
3127,RD Woolley,1983-1983,4,3,2,31,16,31.00,0,0,0,Australia,ODI
3128,DJ Worrall,2016-2016,3,1,1,6,6*,0,0,0,0,Australia,ODI
3129,KJ Wright,1979-1979,5,2,0,29,23,14.50,0,0,0,Australia,ODI
3130,GN Yallop,1978-1984,30,27,6,823,66*,39.19,0,7,1,Australia,ODI
3131,B Yardley,1978-1983,7,4,0,58,28,14.50,0,0,1,Australia,ODI
3132,BE Young,1998-1999,6,3,1,31,18,15.50,0,0,0,Australia,ODI
3133,A Zampa,2016-2018,31,14,4,67,12,6.70,0,0,2,Australia,ODI
3134,AK Zesers,1987-1987,2,2,2,10,8*,0,0,0,0,Australia,ODI
3135,TJ Zoehrer,1986-1994,22,15,3,130,50,10.83,0,1,2,Australia,ODI
3136,Abdur Razzak,2004-2014,153,97,39,779,53*,13.43,0,1,12,Bangladesh,ODI
3137,Abul Hasan,2012-2018,7,3,0,11,7,3.66,0,0,0,Bangladesh,ODI
3138,Aftab Ahmed,2004-2010,85,85,6,1954,92,24.73,0,14,8,Bangladesh,ODI
3139,Ahmed Kamal,1999-1999,1,1,0,11,11,11.00,0,0,0,Bangladesh,ODI
3140,Akram Khan,1988-2003,44,44,2,976,65,23.23,0,5,3,Bangladesh,ODI
3141,Alok Kapali,2002-2011,69,66,3,1235,115,19.60,1,5,5,Bangladesh,ODI
3142,Al-Amin Hossain,2014-2015,14,7,5,4,2*,2.00,0,0,2,Bangladesh,ODI
3143,Al Sahariar,1999-2003,29,29,1,374,62*,13.35,0,2,6,Bangladesh,ODI
3144,Aminul Islam,1988-2002,39,39,5,794,70,23.35,0,3,5,Bangladesh,ODI
3145,Aminul Islam,1999-1999,1,1,1,1,1*,0,0,0,0,Bangladesh,ODI
3146,Anamul Haque,2012-2018,34,31,0,1005,120,32.41,3,3,5,Bangladesh,ODI
3147,Anisur Rahman,1995-1998,2,2,0,2,2,1.00,0,0,1,Bangladesh,ODI
3148,Anwar Hossain Monir,2002-2002,1,1,1,0,0*,0,0,0,0,Bangladesh,ODI
3149,Anwar Hossain,2002-2002,1,1,0,42,42,42.00,0,0,0,Bangladesh,ODI
3150,Arafat Sunny,2014-2015,16,11,7,48,15,12.00,0,0,1,Bangladesh,ODI
3151,Athar Ali Khan,1988-1998,19,19,1,532,82,29.55,0,3,3,Bangladesh,ODI
3152,Azhar Hossain,1988-1990,7,7,0,96,54,13.71,0,1,0,Bangladesh,ODI
3153,Dhiman Ghosh,2008-2008,14,12,3,126,30,14.00,0,0,3,Bangladesh,ODI
3154,Dolar Mahmud,2008-2009,7,4,0,61,41,15.25,0,0,2,Bangladesh,ODI
3155,Ehsanul Haque,2002-2003,6,6,0,57,20,9.50,0,0,1,Bangladesh,ODI
3156,Elias Sunny,2011-2012,4,4,2,2,1*,1.00,0,0,1,Bangladesh,ODI
3157,Enamul Haque,1990-2002,29,26,5,236,32,11.23,0,0,1,Bangladesh,ODI
3158,Enamul Haque jnr,2005-2009,10,5,1,12,5,3.00,0,0,2,Bangladesh,ODI
3159,Fahim Muntasir,2001-2002,3,3,1,6,5,3.00,0,0,1,Bangladesh,ODI
3160,Faisal Hossain,2004-2010,6,5,1,43,17,10.75,0,0,1,Bangladesh,ODI
3161,Farhad Reza,2006-2011,34,31,6,412,50,16.48,0,1,2,Bangladesh,ODI
3162,Faruk Ahmed,1988-1999,7,7,0,105,57,15.00,0,1,1,Bangladesh,ODI
3163,Gazi Ashraf,1986-1990,7,7,0,59,18,8.42,0,0,1,Bangladesh,ODI
3164,Gholam Nousher,1986-1990,9,3,2,8,4,8.00,0,0,0,Bangladesh,ODI
3165,Golam Faruq,1986-1990,5,4,2,44,23*,22.00,0,0,0,Bangladesh,ODI
3166,Habibul Bashar,1995-2007,111,105,5,2168,78,21.68,0,14,18,Bangladesh,ODI
3167,Hafizur Rahman,1986-1986,2,1,0,8,8,8.00,0,0,0,Bangladesh,ODI
3168,Hannan Sarkar,2002-2004,20,20,0,383,61,19.15,0,3,2,Bangladesh,ODI
3169,Harunur Rashid,1988-1988,2,2,0,0,0,0.00,0,0,2,Bangladesh,ODI
3170,Hasibul Hossain,1995-2004,32,26,6,172,21*,8.60,0,0,3,Bangladesh,ODI
3171,Imrul Kayes,2008-2017,70,70,1,1998,112,28.95,2,14,1,Bangladesh,ODI
3172,Jahangir Alam,1997-1999,3,3,0,4,3,1.33,0,0,1,Bangladesh,ODI
3173,Jahangir Alam Talukdar,1990-1990,2,1,1,7,7*,0,0,0,0,Bangladesh,ODI
3174,Jahangir Shah,1986-1990,5,4,2,16,8*,8.00,0,0,1,Bangladesh,ODI
3175,Jahurul Islam,2010-2013,14,13,1,270,53,22.50,0,1,2,Bangladesh,ODI
3176,Jamaluddin Ahmed,2003-2003,1,1,1,18,18*,0,0,0,0,Bangladesh,ODI
3177,Javed Omar,1995-2007,59,59,4,1312,85*,23.85,0,10,2,Bangladesh,ODI
3178,Jubair Hossain,2014-2015,3,1,0,5,5,5.00,0,0,0,Bangladesh,ODI
3179,Junaid Siddique,2007-2011,54,53,1,1196,100,23.00,1,6,6,Bangladesh,ODI
3180,Khaled Mahmud,1998-2006,77,72,3,991,50,14.36,0,1,9,Bangladesh,ODI
3181,Khaled Mashud,1995-2006,126,110,27,1818,71*,21.90,0,7,8,Bangladesh,ODI
3182,Liton Das,2015-2017,12,12,1,165,36,15.00,0,0,2,Bangladesh,ODI
3183,Mafizur Rahman,1997-1997,4,4,1,53,16,17.66,0,0,0,Bangladesh,ODI
3184,Mahbubul Alam,2009-2009,5,2,0,81,59,40.50,0,1,0,Bangladesh,ODI
3185,Mahbubur Rahman,1999-1999,1,1,0,3,3,3.00,0,0,0,Bangladesh,ODI
3186,Mahmudullah,2007-2018,153,133,35,3327,128*,33.94,3,18,7,Bangladesh,ODI
3187,Manjural Islam,1999-2003,34,22,13,53,13,5.88,0,0,4,Bangladesh,ODI
3188,Manjural Islam Rana,2003-2006,25,21,5,331,63,20.68,0,1,1,Bangladesh,ODI
3189,Mashrafe Mortaza,2001-2018,185,136,22,1602,51*,14.05,0,1,14,Bangladesh,ODI
3190,Mazharul Haque,2002-2002,1,1,0,3,3,3.00,0,0,0,Bangladesh,ODI
3191,Mehidy Hasan Miraz,2017-2018,8,5,0,91,51,18.20,0,1,0,Bangladesh,ODI
3192,Mehrab Hossain,1998-2003,18,18,0,449,101,24.94,1,2,2,Bangladesh,ODI
3193,Mehrab Hossain jnr,2006-2009,18,16,0,276,54,17.25,0,1,1,Bangladesh,ODI
3194,Minhajul Abedin,1986-1999,27,26,2,453,68*,18.87,0,2,3,Bangladesh,ODI
3195,Mohammad Ashraful,2001-2013,175,168,13,3468,109,22.37,3,20,13,Bangladesh,ODI
3196,Mohammad Mithun,2014-2018,3,2,0,36,26,18.00,0,0,0,Bangladesh,ODI
3197,Mohammad Rafique,1995-2007,123,104,16,1190,77,13.52,0,2,15,Bangladesh,ODI
3198,Mohammad Saifuddin,2017-2018,3,3,1,30,16,15.00,0,0,0,Bangladesh,ODI
3199,Mohammad Salim,2003-2003,1,1,0,9,9,9.00,0,0,0,Bangladesh,ODI
3200,Mohammad Sharif,2001-2007,9,9,5,53,13*,13.25,0,0,1,Bangladesh,ODI
3201,Mominul Haque,2012-2015,26,24,1,543,60,23.60,0,3,1,Bangladesh,ODI
3202,Moniruzzaman,2003-2003,2,2,0,1,1,0.50,0,0,1,Bangladesh,ODI
3203,Morshed Ali Khan,1998-1998,3,1,1,2,2*,0,0,0,0,Bangladesh,ODI
3204,Mosaddek Hossain,2016-2017,18,15,6,288,50*,32.00,0,1,1,Bangladesh,ODI
3205,Mosharraf Hossain,2008-2016,5,5,1,26,8,6.50,0,0,0,Bangladesh,ODI
3206,Mushfiqur Rahim,2006-2018,184,170,27,4718,117,32.99,5,28,10,Bangladesh,ODI
3207,Mushfiqur Rahman,2000-2004,28,25,3,360,49,16.36,0,0,4,Bangladesh,ODI
3208,Mustafizur Rahman,2015-2018,27,13,10,36,18*,12.00,0,0,1,Bangladesh,ODI
3209,Naeem Islam,2008-2014,59,51,15,975,84,27.08,0,5,5,Bangladesh,ODI
3210,Nafees Iqbal,2003-2005,16,16,0,309,58,19.31,0,2,1,Bangladesh,ODI
3211,Naimur Rahman,1995-2002,29,27,2,488,47,19.52,0,0,3,Bangladesh,ODI
3212,Nasir Ahmed,1988-1990,7,4,2,25,11,12.50,0,0,0,Bangladesh,ODI
3213,Nasir Hossain,2011-2018,65,52,8,1281,100,29.11,1,6,4,Bangladesh,ODI
3214,Nazimuddin,2008-2012,11,11,0,147,47,13.36,0,0,0,Bangladesh,ODI
3215,Nazmul Hossain,2004-2012,38,21,13,35,6*,4.37,0,0,4,Bangladesh,ODI
3216,Neeyamur Rashid,1999-1999,2,2,1,5,4*,5.00,0,0,0,Bangladesh,ODI
3217,Nurul Abedin,1986-1990,4,4,0,15,13,3.75,0,0,2,Bangladesh,ODI
3218,Nurul Hasan,2016-2016,2,2,0,68,44,34.00,0,0,0,Bangladesh,ODI
3219,Rafiqul Alam,1986-1986,2,2,0,24,14,12.00,0,0,0,Bangladesh,ODI
3220,Rafiqul Islam,2002-2002,1,1,0,0,0,0.00,0,0,1,Bangladesh,ODI
3221,Rajin Saleh,2003-2006,43,43,1,1005,108*,23.92,1,6,5,Bangladesh,ODI
3222,Raqibul Hasan,1986-1986,2,2,0,17,12,8.50,0,0,0,Bangladesh,ODI
3223,Raqibul Hasan,2008-2011,55,54,7,1308,89,27.82,0,8,6,Bangladesh,ODI
3224,Robiul Islam,2013-2013,3,1,1,0,0*,0,0,0,0,Bangladesh,ODI
3225,Rubel Hossain,2009-2018,85,43,22,116,17,5.52,0,0,9,Bangladesh,ODI
3226,Sabbir Rahman,2014-2018,51,45,5,1027,65,25.67,0,5,3,Bangladesh,ODI
3227,Saiful Islam,1990-1997,7,4,2,37,22*,18.50,0,0,0,Bangladesh,ODI
3228,Sajjad Ahmed,1995-1995,2,2,0,15,11,7.50,0,0,0,Bangladesh,ODI
3229,Samiur Rahman,1986-1986,2,2,0,4,4,2.00,0,0,1,Bangladesh,ODI
3230,Sanwar Hossain,1998-2003,27,27,2,290,52,11.60,0,1,2,Bangladesh,ODI
3231,Shafiuddin Ahmed,1997-2000,11,10,6,22,11,5.50,0,0,3,Bangladesh,ODI
3232,Shafiul Islam,2010-2016,56,31,11,126,24*,6.30,0,0,9,Bangladesh,ODI
3233,Shahadat Hossain,2006-2013,51,27,17,79,16*,7.90,0,0,3,Bangladesh,ODI
3234,Shaheedur Rahman,1986-1986,2,2,0,62,37,31.00,0,0,0,Bangladesh,ODI
3235,Shahriar Hossain,1997-2004,20,19,0,362,95,19.05,0,2,4,Bangladesh,ODI
3236,Shahriar Nafees,2005-2011,75,75,5,2201,123*,31.44,4,13,11,Bangladesh,ODI
3237,Shamsur Rahman,2013-2014,10,10,0,266,96,26.60,0,2,2,Bangladesh,ODI
3238,Shakib Al Hasan,2006-2018,185,174,24,5243,134*,34.95,7,37,8,Bangladesh,ODI
3239,Shariful Haque,1998-1998,1,1,0,10,10,10.00,0,0,0,Bangladesh,ODI
3240,Sheikh Salahuddin,1997-1997,6,5,3,24,12,12.00,0,0,0,Bangladesh,ODI
3241,Shuvagata Hom,2011-2011,4,3,1,70,35*,35.00,0,0,0,Bangladesh,ODI
3242,Sohag Gazi,2012-2014,20,16,4,184,30,15.33,0,0,0,Bangladesh,ODI
3243,Sohrawordi Shuvo,2010-2011,17,10,3,98,20*,14.00,0,0,0,Bangladesh,ODI
3244,Soumya Sarkar,2014-2017,32,31,3,967,127*,34.53,1,6,3,Bangladesh,ODI
3245,Subashis Roy,2016-2016,1,1,1,1,1*,0,0,0,0,Bangladesh,ODI
3246,Sunzamul Islam,2017-2018,3,1,0,19,19,19.00,0,0,0,Bangladesh,ODI
3247,Syed Rasel,2005-2010,52,27,11,81,15,5.06,0,0,5,Bangladesh,ODI
3248,Taijul Islam,2014-2016,4,2,0,21,11,10.50,0,0,0,Bangladesh,ODI
3249,Talha Jubair,2002-2003,6,5,3,5,4*,2.50,0,0,2,Bangladesh,ODI
3250,Tamim Iqbal,2007-2018,179,177,5,6018,154,34.98,9,41,16,Bangladesh,ODI
3251,Tanbir Hayder,2016-2016,2,2,0,5,3,2.50,0,0,0,Bangladesh,ODI
3252,Tapash Baisya,2002-2007,56,41,13,336,35*,12.00,0,0,4,Bangladesh,ODI
3253,Tareq Aziz,2002-2004,10,8,7,26,11*,26.00,0,0,1,Bangladesh,ODI
3254,Taskin Ahmed,2014-2017,32,16,6,41,14,4.10,0,0,3,Bangladesh,ODI
3255,Tushar Imran,2001-2007,41,40,0,574,65,14.35,0,2,8,Bangladesh,ODI
3256,Wahidul Gani,1988-1988,1,0,0,0,0,0,0,0,0,Bangladesh,ODI
3257,Zahid Razzak,1988-1990,3,3,0,14,6,4.66,0,0,0,Bangladesh,ODI
3258,Zakir Hasan,1997-1997,1,0,0,0,0,0,0,0,0,Bangladesh,ODI
3259,Zakir Hossain,1998-1998,1,1,0,0,0,0.00,0,0,1,Bangladesh,ODI
3260,Ziaur Rahman,2013-2014,13,11,0,124,41,11.27,0,0,3,Bangladesh,ODI
3261,CJ Adams,1998-2000,5,4,0,71,42,17.75,0,0,0,England,ODI
3262,JP Agnew,1985-1985,3,1,1,2,2*,0,0,0,0,England,ODI
3263,Kabir Ali,2003-2006,14,9,3,93,39*,15.50,0,0,2,England,ODI
3264,MM Ali,2014-2018,73,62,10,1449,128,27.86,3,5,2,England,ODI
3265,MW Alleyne,1999-2000,10,8,1,151,53,21.57,0,1,0,England,ODI
3266,PJW Allott,1982-1985,13,6,1,15,8,3.00,0,0,2,England,ODI
3267,TR Ambrose,2008-2008,5,5,1,10,6,2.50,0,0,1,England,ODI
3268,DL Amiss,1972-1977,18,18,0,859,137,47.72,4,1,0,England,ODI
3269,JM Anderson,2002-2015,194,79,43,273,28,7.58,0,0,10,England,ODI
3270,ZS Ansari,2015-2015,1,0,0,0,0,0,0,0,0,England,ODI
3271,GG Arnold,1972-1975,14,6,3,48,18*,16.00,0,0,1,England,ODI
3272,MA Atherton,1990-1998,54,54,3,1791,127,35.11,2,12,4,England,ODI
3273,CWJ Athey,1980-1988,31,30,3,848,142*,31.40,2,4,1,England,ODI
3274,ID Austin,1998-1999,9,6,1,34,11*,6.80,0,0,0,England,ODI
3275,RJ Bailey,1985-1990,4,4,2,137,43*,68.50,0,0,0,England,ODI
3276,DL Bairstow,1979-1984,21,20,6,206,23*,14.71,0,0,1,England,ODI
3277,JM Bairstow,2011-2018,42,38,8,1451,141*,48.36,4,6,2,England,ODI
3278,JT Ball,2016-2018,17,5,1,37,28,9.25,0,0,2,England,ODI
3279,GS Ballance,2013-2015,16,15,1,297,79,21.21,0,2,1,England,ODI
3280,GD Barlow,1976-1977,6,6,1,149,80*,29.80,0,1,2,England,ODI
3281,KJ Barnett,1988-1988,1,1,0,84,84,84.00,0,1,0,England,ODI
3282,GJ Batty,2002-2009,10,8,2,30,17,5.00,0,0,1,England,ODI
3283,IR Bell,2004-2015,161,157,14,5416,141,37.87,4,35,6,England,ODI
3284,JE Benjamin,1994-1995,2,1,0,0,0,0.00,0,0,1,England,ODI
3285,MR Benson,1986-1986,1,1,0,24,24,24.00,0,0,0,England,ODI
